uid,tweet
u1066634199396900865,"@dalfredslade Then take your part in fighting for Tuvalu, protecting the nation from climate displacement! https://t.co/E5bmQgc5jY"
u1066634199396900865,"@InformedCOVoter Same here! Then take your part in fighting for Tuvalu, protecting the nation from climate displacement! https://t.co/E5bmQgc5jY"
u1066634199396900865,"On a scale of 1 to 10, 
how scared are you of the ramifications of Climate Change?"
u1066634199396900865,"@justjoeisgood Hahaha yes. Then take your part in fighting for Tuvalu, protecting the nation from climate displacement! https://t.co/E5bmQgc5jY"
u1066634199396900865,"@Cellmate101 Great comment! Then take your part in fighting for Tuvalu, protecting the nation from climate displacement! https://t.co/E5bmQgc5jY"
u1066634199396900865,"@JubinvilleTim Agreed! Then take your part in fighting for Tuvalu, protecting the nation from climate displacement! https://t.co/E5bmQgc5jY"
u1066634199396900865,"@LetsPutASmileO3 Then take your part in fighting for Tuvalu, protecting the nation from climate displacement! https://t.co/E5bmQgc5jY"
u1066634199396900865,"@criter_dee Then take your part in fighting for Tuvalu, protecting the nation from climate displacement! https://t.co/E5bmQgc5jY"
u1066634199396900865,"@sa_marion Then take your part in fighting for Tuvalu, protecting the nation from climate displacement! https://t.co/E5bmQgc5jY"
u1066634199396900865,"@williamliam Agree William! Then take your part in fighting for Tuvalu, protecting the nation from climate displacement!"
u1066634199396900865,"@NancyDolman Good Nancy! Then take your part in fighting for Tuvalu, protecting the nation from climate displacement! 
https://t.co/PEwDfhjzKN"
u1066634199396900865,"@Bkara1 Great comment! Then take your part in fighting for Tuvalu, protecting the nation from climate displacement! 
https://t.co/PEwDfhjzKN"
u1066634199396900865,"@k8ryners Then take your part in fighting for Tuvalu, protecting the nation from climate displacement! 
https://t.co/PEwDfhjzKN"
u1066634199396900865,RT @JamesDimasWKYZ: Do you believe climate change is a result of mankind?
u1066634199396900865,"@KristyV13 Then take your part in fighting for Tuvalu, protecting the nation from climate displacement! 
https://t.co/PEwDfhjzKN"
u1066634199396900865,"@Jmf134Jeff Then take your part in fighting for Tuvalu, protecting the nation from climate displacement! 
https://t.co/PEwDfhjzKN"
u1066634199396900865,"@hecates_girl We all educate ourselves through due time! Then take your part in fighting for Tuvalu, protecting the nation from climate displacement! 
https://t.co/PEwDfhjzKN"
u1066634199396900865,"@real_silly Then take your part in fighting for Tuvalu, protecting the nation from climate displacement! 
https://t.co/PEwDfhjzKN"
u1066634199396900865,"@palehorserisen Great comment! Then take your part in fighting for Tuvalu, protecting the nation from climate displacement! 
https://t.co/PEwDfhjzKN"
u1066634199396900865,"@lucha_senor Then Neil, take your part in fighting for Tuvalu, protecting the nation from climate displacement! 
https://t.co/PEwDfhjzKN"
u1066634199396900865,"@PeaceIn2021 Then your part in fighting for Tuvalu, protecting the nation from climate displacement! 
https://t.co/PEwDfhjzKN"
u1066634199396900865,"@hecates_girl Then your part in fighting for Tuvalu, protecting the nation from climate displacement! 
https://t.co/PEwDfhjzKN"
u1066634199396900865,"@BrendaPlummer10 Then your part in fighting for Tuvalu, protecting the nation from climate displacement! 
https://t.co/PEwDfhjzKN"
u1066634199396900865,"@Kon_tessa Then your part in fighting for Tuvalu, protecting the nation from climate displacement! 
https://t.co/PEwDfhjzKN"
u1066634199396900865,"@aquaelusion Then your part in fighting for Tuvalu, protecting the nation from climate displacement! 
https://t.co/PEwDfhjzKN"
u1066634199396900865,Do you believe climate change is a result of mankind?
u1066634199396900865,"150 People thus far have taken the pledge. Let's get to 200!
Take your part in fighting for Tuvalu, protecting the nation from climate displacement.
https://t.co/PEwDfhjzKN https://t.co/fUHt2UHXrZ"
u1066634199396900865,I am ashamed of Australia’s efforts to mitigate climate change.
u1066634199396900865,"RT @JamesDimasWKYZ: The Tuvaluan nation is on the front-line of climate related displacement, how our International response is executed wi…"
u1066634199396900865,"The Tuvaluan nation is on the front-line of climate related displacement, how our International response is executed will define climate refugees and dictate the future of displaced people. Tuvalu will act as a test, if we cannot get that right then we have no chance."
u1066634199396900865,"Today I received a Merit from the @saceboard on my work fighting for the people of Tuvalu and all those to be displaced in the future due to climate ramifications. However, our fight does not stop at this award. This award represents the resilience of the Tuvaluan people. https://t.co/Rh5KB6MTz5"
u1066634199396900865,Such an empowering message Linda! This is exactly why I’m doing this. #ClimateActionNow https://t.co/GG0nm91Nir
u1066634199396900865,"RT @FightforTuvalu: The irregular must not become regular! 
The Tuvaluan nation is on the front-line of climate related displacement and th…"
u1066634199396900865,"RT @FightforTuvalu: The Tuvaluan nation is on the front-line of climate related displacement, how our International response is executed wi…"
u2171027089,"RT @thespecialbka: If you live in a safe Liberal seat, where Labor can’t win, vote 1 for the climate change independent to ensure they win.…"
u2171027089,"RT @JaneCaro4Reason: Let’s be blunt? To a fault, some may say, but I think the times demand it. Climate change is real and it is happening…"
u2171027089,"RT @JaneCaro4Reason: This election think about the climate when you cast your vote.

#LismoreFloods #SydneyStorm #Sydneyfloods #Lismore

A…"
u2171027089,RT @roger3cav: That's why is a 1 in 1000 climate event bc no white person was around in Australia to call it for the 🐂💩 it is.
u2171027089,"RT @climate200: Hey @TimWilsonMP,

On Wed, you tried to turn neighbour against neighbour.

Instead you brought people together, inspiring 5…"
u2171027089,"@simonahac @JasonFalinskiMP @climate200 It just shows how terrified they all are and how desperate to have a target for their anger. It won't work though, because the underlying assumptions they are using are wrong, as shown by msm questions at Press Club last week."
u2171027089,@simonahac @JasonFalinskiMP @climate200 Part of the #liarfromtheshire syndrome!
u1153834840795598853,RT @EricMMatheny: If climate change was a doomsday-level threat you wouldn’t have 400 private jets being flown to a climate change conferen…
u1153834840795598853,"RT @TimWhatshisface: They have learned from the fallout of COVID.  When the next crisis comes, the climate crisis, dissent will be off the…"
u3670178534,142 years of climate change in 15 seconds https://t.co/jQyPoQkzmX
u3670178534,"Study shows climate change may bring frequent extreme rainfall in #Chennai till 2030, but is the city prepared?
@komalgauthamTOI @ChennaiRains @praddy06 @ChennaiRmc @chennaicorp @csclofficial @CMOTamilnadu @Indiametdept #ClimateCrisis #monsoonmisery https://t.co/lLmjNQcI7m"
u3670178534,#climate experts say #nem2021 not organising well could be a reason for the back-to-back systems over the Bay #ChennaiRains #chennaifloods @ChennaiRains @praddy06 @Indiametdept @ChennaiRmc https://t.co/LtetZjgACw
u3670178534,"#NortheastMonsoon's next week: #onset may not bring intense spells;
#climate experts to track #AtlanticNino, El Nino's little brother, to assess #monsoon performance @CMOTamilnadu
@chennaicorp @csclofficial @CHN_Metro_Water @Indiametdept @ChennaiRmc @praddy06 @ChennaiRains https://t.co/57utiq1bmI"
u3670178534,#ClimateChange is real https://t.co/KQkfYxxl5o
u3670178534,"As seabreeze is rising humidity levels in coastal #TN, #corals in #GoM and #Palkbay are facing the heat, literally. @CentreCoastal scientists found corals in their artificial #reefs bleached due to high #SST
@moesgoi @MoesNiot @ESSO_INCOIS #climatechange #climateresilience https://t.co/0HJTvouZ0x"
u3670178534,"@MoesNiot buoys, crucial for weather forecast and cyclone tracking, will be soon upgraded with addl sensors to study air pollution, ocean acidification and long term climate change @moesgoi @ESSO_INCOIS @CentreCoastal @drharshvardhan @rajeevan61 @drrvenkatesan1 https://t.co/eQSjj1tHQu"
u3670178534,"#oceanwarming triggered by #climatechange rapidly intensifying #Cyclones over Bay of Bengal, fuels more storms over Arabian Sea #globalwarming #indianocean #ClimateAction 
@UNFCCC @moesgoi @NOAAClimate @Indiametdept @ChennaiRmc @MoesNiot @CentreCoastal https://t.co/HHZOBhxFro"
u3670178534,This is what we'd be leaving behind: 100m of #Chennai's coast in five years and more than 1km in 80 years could submerge due to climate change induced sea level rise. @CMOTamilNadu @moesgoi @CentreCoastal @MoesNiot @Indiametdept @RAKRI1 https://t.co/MACAq6P9kd
u3670178534,Believing in climate science and that man-made greenhouse gases has an effect on climate change is the first step to taking some tangible action. https://t.co/4kxxr5phsI
u3670178534,"@ESSO_INCOIS researchers could soon #Forecast high waves and areas vulnerable to coastal #EROSION 3 months ahead, find a link between high surface waves and #climate variations
@moesgoi @rajeevan61 @CentreCoastal @MoesNiot @UNFCCC #monsoon #Summer2020 https://t.co/VqWF5mumWt"
u3670178534,RT @rocksea: 1/ India comes out with its first Climate Change Report. With the temperatures projected to rise by 2.7°C by 2040 and 4.4°C by…
u3670178534,"28 Indian researchers on the way from #Antarctica quaratined in #SouthAfrica due to #COVID19 scare and #lockdown 

@SCAR_Tweets @moesgoi @ncaor_goa #southpole #CapeTown #COVID2019india #coronaupdatesindia #ocean #ClimateChange #Lockdown2 #northpole #tropics https://t.co/YLfhsWv1Ge"
u3670178534,"Late post: @IMDWeather blocks free access to sat data

@praddy06 @rajbhagatt @ChennaiRains @rajeevan61 @moesgoi 
#monsoon #India #weatherforecast #ClimateChange #weatherbloggers https://t.co/Z9iyumfGcd"
u3670178534,"Finland scholars to collaborate with #IITMadras on
#climatechange #AirQuality #5G #ArtificialIntelligence

#IITs @iitmadras https://t.co/kApYTKTcL6"
u3670178534,"#sealevelrise may skip #Chennai coastline, drown interior areas, #climatecentral study

#ClimateChangeIsReal #ClimateHoax #GlobalWarming #carbonfootprint #carbonemission 

@annauniversity @Annauniversity4 @CentreCoastal https://t.co/gqvNlUlsas"
u3670178534,"While #corals in the #Arabiansea are bleaching, those in #BayofBengal are regenerating
#climatechange #ClimateChangeIsReal #BoB #Indianocean #oceans #oceanscience 

@CentreCoastal @MVR_NCCR @MoesNiot @moesgoi @isro https://t.co/zqFqWiKC3J"
u3670178534,"India will for the first time install permanent platforms in deep #oceans to study #ClimateChange 
@MoesNiot @moesgoi @rajeevan61 
#ClimateChangeIsReal #deepoceanmission https://t.co/MzRSMAxHDq"
